"Marché";"Marché label";"Jour";"Jour dd/mm/yyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"16 - 17 heures";"9,28%";6;40,46;10
;;;;;"17 - 18 heures";"12,44%";6;54,25;10
;;;;;"18 - 19 heures";"3,33%";3;29,03;5
;;;;;"19 - 20 heures";"1,64%";2;21,4;3
;;"07 Février 2015";"07/02/2015";"Total";;"100,00%";"--";"--";156
;;;;"Samedi";"Total";"100,00%";"--";"--";156
;;;;;"11 - 12 heures";"8,24%";5;81,52;12
;;;;;"12 - 13 heures";"2,05%";2;50,64;3
;;;;;"13 - 14 heures";"3,40%";5;33,63;9
;;;;;"14 - 15 heures";"11,23%";6;92,59;21
;;;;;"15 - 16 heures";"10,52%";8;65,07;17
;;;;;"16 - 17 heures";"17,48%";12;72,06;27
;;;;;"17 - 18 heures";"19,70%";13;74,96;30
;;;;;"18 - 19 heures";"23,58%";14;83,32;30
;;;;;"19 - 20 heures";"3,80%";4;46,95;7
;;"09 Février 2015";"09/02/2015";"Total";;"100,00%";"--";"--";96
;;;;"Lundi";"Total";"100,00%";"--";"--";96
;;;;;"10 - 11 heures";"12,02%";6;71,6;8
;;;;;"11 - 12 heures";"2,50%";2;44,6;2
;;;;;"12 - 13 heures";"5,83%";6;34,76;11
;;;;;"13 - 14 heures";"0,67%";1;23,9;1
;;;;;"14 - 15 heures";"8,83%";4;78,91;8
;;;;;"15 - 16 heures";"18,14%";8;81,04;18
;;;;;"16 - 17 heures";"7,92%";7;40,44;8
;;;;;"17 - 18 heures";"12,05%";7;61,51;13
;;;;;"18 - 19 heures";"10,91%";6;65,01;9
;;;;;"19 - 20 heures";"17,87%";6;106,46;14
;;;;;"20 - 21 heures";"3,27%";2;58,36;4
;;"10 Février 2015";"10/02/2015";"Total";;"100,00%";"--";"--";107
;;;;"Mardi";"Total";"100,00%";"--";"--";107
;;;;;"9 - 10 heures";"2,82%";1;90;2
;;;;;"10 - 11 heures";"1,63%";2;26;4
;;;;;"11 - 12 heures";"24,89%";9;88,36;21
;;;;;"12 - 13 heures";"10,27%";6;54,72;14
;;;;;"13 - 14 heures";"6,33%";4;50,59;6
;;;;;"14 - 15 heures";"4,29%";4;34,24;6
;;;;;"15 - 16 heures";"9,51%";3;101,33;5
;;;;;"16 - 17 heures";"14,65%";9;52;16
;;;;;"17 - 18 heures";"5,19%";3;55,27;7
;;;;;"18 - 19 heures";"2,62%";5;16,76;7
;;;;;"19 - 20 heures";"17,80%";8;71,11;19
;;"11 Février 2015";"11/02/2015";"Total";;"100,00%";"--";"--";128
;;;;"Mercredi";"Total";"100,00%";"--";"--";128
;;;;;"10 - 11 heures";"6,34%";4;73,25;7
;;;;;"11 - 12 heures";"7,20%";4;83,15;7
;;;;;"12 - 13 heures";"1,77%";2;40,8;3
;;;;;"13 - 14 heures";"1,68%";3;25,83;5
;;;;;"14 - 15 heures";"9,16%";7;60,43;11
;;;;;"15 - 16 heures";"21,17%";12;81,5;24
;;;;;"16 - 17 heures";"16,91%";12;65,12;22
;;;;;"17 - 18 heures";"16,92%";11;71,06;23
;;;;;"18 - 19 heures";"6,47%";6;49,82;9
;;;;;"19 - 20 heures";"12,38%";6;95,35;17
;;"12 Février 2015";"12/02/2015";"Total";;"100,00%";"--";"--";157
;;;;"Jeudi";"Total";"100,00%";"--";"--";157
;;;;;"9 - 10 heures";"1,96%";2;70,45;4
;;;;;"10 - 11 heures";"3,37%";3;80,67;4
;;;;;"11 - 12 heures";"5,90%";5;84,65;7
;;;;;"12 - 13 heures";"10,20%";8;91,47;15
;;;;;"13 - 14 heures";"17,84%";7;182,9;24
;;;;;"14 - 15 heures";"7,63%";7;78,23;15
;;;;;"15 - 16 heures";"7,61%";4;136,59;12
;;;;;"16 - 17 heures";"22,57%";14;115,67;31
;;;;;"17 - 18 heures";"8,77%";10;62,91;19
;;;;;"18 - 19 heures";"6,34%";7;64,98;13
;;;;;"19 - 20 heures";"6,42%";6;76,75;11
;;;;;"20 - 21 heures";"1,39%";1;100;2
;;"13 Février 2015";"13/02/2015";"Total";;"100,00%";"--";"--";148
;;;;"Vendredi";"Total";"100,00%";"--";"--";148
;;;;;"9 - 10 heures";"0,53%";1;29,9;1
;;;;;"10 - 11 heures";"2,55%";2;72,5;3
;;;;;"11 - 12 heures";"9,50%";6;89,96;12
;;;;;"12 - 13 heures";"5,19%";5;59,03;7
;;;;;"13 - 14 heures";"5,49%";4;77,98;8
;;;;;"14 - 15 heures";"8,80%";8;62,53;16
;;;;;"15 - 16 heures";"15,45%";8;109,73;19
;;;;;"16 - 17 heures";"16,85%";11;87,05;26
;;;;;"17 - 18 heures";"7,92%";10;44,99;15
;;;;;"18 - 19 heures";"10,63%";10;60,41;16
;;;;;"19 - 20 heures";"13,49%";11;69,69;22
;;;;;"20 - 21 heures";"3,61%";1;205;3
;;"14 Février 2015";"14/02/2015";"Total";;"100,00%";"--";"--";217
;;;;"Samedi";"Total";"100,00%";"--";"--";217
;;;;;"10 - 11 heures";"3,52%";2;148,5;6
;;;;;"11 - 12 heures";"6,61%";5;111,45;11
;;;;;"12 - 13 heures";"6,30%";6;88,42;14
;;;;;"13 - 14 heures";"7,98%";8;84,07;15
;;;;;"14 - 15 heures";"6,50%";6;91,25;14
;;;;;"15 - 16 heures";"13,33%";16;70,23;32
;;;;;"16 - 17 heures";"13,93%";12;97,83;36
;;;;;"17 - 18 heures";"15,31%";18;71,65;31
;;;;;"18 - 19 heures";"15,60%";12;109,52;37
;;;;;"19 - 20 heures";"10,92%";10;92,01;21
;;"16 Février 2015";"16/02/2015";"Total";;"100,00%";"--";"--";81
;;;;"Lundi";"Total";"100,00%";"--";"--";81
;;;;;"10 - 11 heures";"3,28%";2;39,9;3
;;;;;"11 - 12 heures";"-1,30%";1;-31,7;3
;;;;;"12 - 13 heures";"-1,65%";2;-20,08;2
;;;;;"13 - 14 heures";"15,35%";4;93,45;11
;;;;;"14 - 15 heures";"3,16%";4;19,24;5
;;;;;"15 - 16 heures";"16,08%";5;78,33;10
;;;;;"16 - 17 heures";"32,22%";7;112,1;21
;;;;;"17 - 18 heures";"12,05%";6;48,9;9
;;;;;"18 - 19 heures";"13,75%";3;111,6;13
;;;;;"19 - 20 heures";"6,62%";2;80,6;3
;;;;;"20 - 21 heures";"0,45%";1;10,9;1
;;"17 Février 2015";"17/02/2015";"Total";;"100,00%";"--";"--";87
;;;;"Mardi";"Total";"100,00%";"--";"--";87
;;;;;"10 - 11 heures";"4,17%";1;110;2
;;;;;"11 - 12 heures";"14,76%";5;77,85;12
;;;;;"12 - 13 heures";"23,21%";4;153,04;22
;;;;;"13 - 14 heures";"3,86%";2;50,88;5
;;;;;"14 - 15 heures";"8,11%";3;71,26;8
;;;;;"15 - 16 heures";"19,79%";6;87;18
;;;;;"16 - 17 heures";"10,96%";4;72,25;7
;;;;;"17 - 18 heures";"9,85%";2;129,93;7
;;;;;"18 - 19 heures";"1,52%";2;20,09;2
;;;;;"19 - 20 heures";"3,77%";3;33,17;4
;;"18 Février 2015";"18/02/2015";"Total";;"100,00%";"--";"--";34
;;;;"Mercredi";"Total";"100,00%";"--";"--";34
;;;;;"11 - 12 heures";"6,07%";1;81;1
;;;;;"12 - 13 heures";"18,97%";4;63,25;7
;;;;;"13 - 14 heures";"14,25%";2;95;6
;;;;;"14 - 15 heures";"2,75%";2;18,35;3
;;;;;"15 - 16 heures";"0,00%";0;;0
;;;;;"16 - 17 heures";"14,54%";4;48,48;5
;;;;;"17 - 18 heures";"46,04%";4;153,5;11
;;;;;"18 - 19 heures";"3,07%";2;20,5;3
;;;;;"19 - 20 heures";"-5,70%";-1;76;-2
;;;;;"20 - 21 heures";"0,00%";0;;0
;;"19 Février 2015";"19/02/2015";"Total";;"100,00%";"--";"--";39
;;;;"Jeudi";"Total";"100,00%";"--";"--";39
;;;;;"10 - 11 heures";"4,42%";1;67;1
;;;;;"11 - 12 heures";"14,01%";3;70,83;8
;;;;;"13 - 14 heures";"8,26%";2;62,65;4
;;;;;"14 - 15 heures";"20,53%";6;51,92;5
;;;;;"15 - 16 heures";"20,96%";5;63,6;7
;;;;;"16 - 17 heures";"16,94%";5;51,4;6
;;;;;"17 - 18 heures";"7,58%";2;57,5;3
;;;;;"18 - 19 heures";"7,31%";1;110,9;5
;;"20 Février 2015";"20/02/2015";"Total";;"100,00%";"--";"--";33
;;;;"Vendredi";"Total";"100,00%";"--";"--";33
;;;;;"11 - 12 heures";"14,58%";2;117,5;3
;;;;;"12 - 13 heures";"12,71%";2;102,5;3
;;;;;"13 - 14 heures";"4,84%";3;26;4
;;;;;"14 - 15 heures";"9,58%";4;38,63;4
;;;;;"15 - 16 heures";"2,60%";1;42;1
;;;;;"16 - 17 heures";"21,96%";3;118;6
;;;;;"17 - 18 heures";"26,48%";4;106,75;7
;;;;;"18 - 19 heures";"3,29%";1;53;1
;;;;;"19 - 20 heures";"3,96%";2;31,9;4
;;"21 Février 2015";"21/02/2015";"Total";;"100,00%";"--";"--";70
;;;;"Samedi";"Total";"100,00%";"--";"--";70
;;;;;"10 - 11 heures";"15,05%";3;130,33;6
;;;;;"11 - 12 heures";"13,28%";4;86,25;6
;;;;;"12 - 13 heures";"5,08%";2;66;3
;;;;;"13 - 14 heures";"4,16%";1;108;2
;;;;;"14 - 15 heures";"7,94%";3;68,8;5
;;;;;"15 - 16 heures";"13,76%";7;51,06;11
;;;;;"16 - 17 heures";"11,14%";6;48,23;14
;;;;;"17 - 18 heures";"20,50%";6;88,78;14
;;;;;"18 - 19 heures";"9,09%";6;39,37;9
;;"23 Février 2015";"23/02/2015";"Total";;"100,00%";"--";"--";43
;;;;"Lundi";"Total";"100,00%";"--";"--";43
;;;;;"11 - 12 heures";"15,39%";2;130;5
;;;;;"12 - 13 heures";"6,04%";1;102;3
;;;;;"13 - 14 heures";"5,68%";1;96;2
;;;;;"14 - 15 heures";"18,59%";3;104,67;7
;;;;;"15 - 16 heures";"11,07%";2;93,5;7
;;;;;"16 - 17 heures";"33,83%";5;114,3;13
;;;;;"17 - 18 heures";"1,66%";1;28;1
;;;;;"18 - 19 heures";"10,06%";2;85;4
;;;;;"19 - 20 heures";"-2,32%";1;-39,2;1
;;"24 Février 2015";"24/02/2015";"Total";;"100,00%";"--";"--";25
;;;;"Mardi";"Total";"100,00%";"--";"--";25
;;;;;"10 - 11 heures";"4,05%";1;50;2
;;;;;"11 - 12 heures";"19,77%";3;81,33;7
;;;;;"12 - 13 heures";"6,48%";1;80;1
;;;;;"13 - 14 heures";"17,42%";3;71,67;4
;;;;;"14 - 15 heures";"28,84%";1;356;6
;;;;;"15 - 16 heures";"5,43%";1;67;1
;;;;;"16 - 17 heures";"15,88%";1;196;2
;;;;;"17 - 18 heures";"1,13%";1;13,9;1
;;;;;"18 - 19 heures";"1,01%";1;12,5;1
;;"25 Février 2015";"25/02/2015";"Total";;"100,00%";"--";"--";53
;;;;"Mercredi";"Total";"100,00%";"--";"--";53
;;;;;"11 - 12 heures";"29,31%";7;88,73;18
;;;;;"12 - 13 heures";"17,56%";5;74,4;7
;;;;;"13 - 14 heures";"6,94%";1;147;2
;;;;;"14 - 15 heures";"4,34%";2;46;2
;;;;;"15 - 16 heures";"30,28%";6;106,92;15
;;;;;"16 - 17 heures";"0,18%";0;;1
;;;;;"17 - 18 heures";"8,14%";3;57,5;5
;;;;;"18 - 19 heures";"2,78%";2;29,45;2
;;;;;"19 - 20 heures";"0,47%";1;10;1
;;"26 Février 2015";"26/02/2015";"Total";;"100,00%";"--";"--";53
;;;;"Jeudi";"Total";"100,00%";"--";"--";53
;;;;;"10 - 11 heures";"7,47%";3;56,63;6
;;;;;"11 - 12 heures";"1,63%";1;37;1
;;;;;"12 - 13 heures";"28,88%";5;131,4;14
;;;;;"13 - 14 heures";"12,88%";3;97,67;4
;;;;;"14 - 15 heures";"20,66%";2;235;11
;;;;;"15 - 16 heures";"9,52%";5;43,32;7
;;;;;"16 - 17 heures";"7,85%";2;89,25;2
;;;;;"17 - 18 heures";"10,68%";3;81;6
;;;;;"18 - 19 heures";"2,77%";1;63;1
;;;;;"19 - 20 heures";"-2,34%";2;-26,6;1
;;"27 Février 2015";"27/02/2015";"Total";;"100,00%";"--";"--";49
;;;;"Vendredi";"Total";"100,00%";"--";"--";49
;;;;;"11 - 12 heures";"12,04%";2;95,9;9
;;;;;"14 - 15 heures";"0,57%";1;9;1
;;;;;"15 - 16 heures";"10,13%";5;32,28;10
;;;;;"16 - 17 heures";"29,88%";6;79,33;10
;;;;;"17 - 18 heures";"8,95%";3;47,5;5
;;;;;"18 - 19 heures";"14,06%";1;223,9;3
;;;;;"19 - 20 heures";"23,01%";3;122,17;9
;;;;;"20 - 21 heures";"1,37%";1;21,8;2
;;"28 Février 2015";"28/02/2015";"Total";;"100,00%";"--";"--";53
;;;;"Samedi";"Total";"100,00%";"--";"--";53
;;;;;"10 - 11 heures";"2,01%";1;48;2
;;;;;"11 - 12 heures";"9,83%";2;117,5;3
;;;;;"12 - 13 heures";"18,36%";4;109,68;9
;;;;;"13 - 14 heures";"4,52%";1;108;2
;;;;;"14 - 15 heures";"2,30%";1;55;1
;;;;;"15 - 16 heures";"26,78%";5;128;11
;;;;;"16 - 17 heures";"19,25%";5;91,98;8
;;;;;"17 - 18 heures";"5,08%";1;121,4;2
;;;;;"18 - 19 heures";"8,67%";5;41,44;12
;;;;;"19 - 20 heures";"3,20%";2;38,25;3
;;"02 Mars 2015";"02/03/2015";"Total";;"100,00%";"--";"--";31
;;;;"Lundi";"Total";"100,00%";"--";"--";31
;;;;;"10 - 11 heures";"5,17%";1;80;1
;;;;;"12 - 13 heures";"10,27%";2;79,45;4
;;;;;"13 - 14 heures";"4,01%";1;62;1
;;;;;"14 - 15 heures";"28,12%";4;108,75;7
;;;;;"15 - 16 heures";"24,57%";5;76;6
;;;;;"16 - 17 heures";"17,87%";2;138,2;6
;;;;;"17 - 18 heures";"2,42%";2;18,75;2
;;;;;"18 - 19 heures";"3,03%";1;46,9;2
;;;;;"19 - 20 heures";"4,53%";1;70;2
;;"03 Mars 2015";"03/03/2015";"Total";;"100,00%";"--";"--";33
;;;;"Mardi";"Total";"100,00%";"--";"--";33
;;;;;"9 - 10 heures";"4,43%";1;43,4;1
;;;;;"10 - 11 heures";"7,67%";2;37,55;3
;;;;;"11 - 12 heures";"19,70%";5;38,6;7
;;;;;"12 - 13 heures";"15,01%";1;147;2
;;;;;"13 - 14 heures";"9,37%";2;45,9;3
;;;;;"14 - 15 heures";"15,55%";3;50,77;6
;;;;;"15 - 16 heures";"4,22%";1;41,3;1
;;;;;"16 - 17 heures";"6,16%";3;20,1;3
;;;;;"18 - 19 heures";"4,39%";2;21,5;2
;;;;;"19 - 20 heures";"3,31%";1;32,4;3
;;;;;"20 - 21 heures";"10,21%";1;100;2
;;"04 Mars 2015";"04/03/2015";"Total";;"100,00%";"--";"--";141
;;;;"Mercredi";"Total";"100,00%";"--";"--";141
;;;;;"10 - 11 heures";"13,33%";7;79,04;19
;;;;;"11 - 12 heures";"9,82%";8;50,96;16
;;;;;"12 - 13 heures";"9,18%";7;54,44;15
;;;;;"13 - 14 heures";"1,63%";3;22,6;4
;;;;;"14 - 15 heures";"15,91%";6;110,08;22
;;;;;"15 - 16 heures";"4,65%";6;32,15;10
;;;;;"16 - 17 heures";"13,66%";12;47,25;21
;;;;;"17 - 18 heures";"4,21%";3;58,2;8
;;;;;"18 - 19 heures";"8,16%";5;67,76;9
;;;;;"19 - 20 heures";"19,44%";7;115,26;17
;;"05 Mars 2015";"05/03/2015";"Total";;"100,00%";"--";"--";81
;;;;"Jeudi";"Total";"100,00%";"--";"--";81
;;;;;"9 - 10 heures";"0,09%";0;;0
;;;;;"10 - 11 heures";"1,50%";1;48,3;1
;;;;;"11 - 12 heures";"8,44%";5;54,38;7
;;;;;"12 - 13 heures";"1,28%";1;41,3;1
;;;;;"13 - 14 heures";"20,81%";6;111,78;15
;;;;;"14 - 15 heures";"13,89%";4;111,88;10
;;;;;"15 - 16 heures";"12,83%";8;51,69;13
;;;;;"16 - 17 heures";"21,47%";7;98,86;16
;;;;;"17 - 18 heures";"9,77%";7;44,99;11
;;;;;"18 - 19 heures";"13,05%";4;105,18;10
;;;;;"19 - 20 heures";"-3,13%";-1;101;-3
;;"06 Mars 2015";"06/03/2015";"Total";;"100,00%";"--";"--";126
;;;;"Vendredi";"Total";"100,00%";"--";"--";126
;;;;;"10 - 11 heures";"9,71%";6;83,57;10
;;;;;"11 - 12 heures";"1,82%";0;;4
;;;;;"12 - 13 heures";"10,17%";4;131,23;11
;;;;;"13 - 14 heures";"2,29%";3;39,43;5
;;;;;"14 - 15 heures";"4,38%";5;45,2;6
;;;;;"15 - 16 heures";"20,29%";11;95,23;29
;;;;;"16 - 17 heures";"10,59%";7;78,09;14
;;;;;"17 - 18 heures";"11,61%";8;74,93;15
;;;;;"18 - 19 heures";"21,69%";10;112,01;20
;;;;;"19 - 20 heures";"3,53%";3;60,77;6
;;;;;"20 - 21 heures";"3,92%";3;67,47;6
;;"07 Mars 2015";"07/03/2015";"Total";;"100,00%";"--";"--";187
;;;;"Samedi";"Total";"100,00%";"--";"--";187
;;;;;"9 - 10 heures";"1,15%";2;43,25;3
;;;;;"10 - 11 heures";"4,33%";5;65,22;8
;;;;;"11 - 12 heures";"9,28%";8;87,35;21
;;;;;"12 - 13 heures";"9,38%";6;117,65;15
;;;;;"13 - 14 heures";"3,71%";2;139,55;5
;;;;;"14 - 15 heures";"8,12%";9;67,9;15
;;;;;"15 - 16 heures";"22,23%";15;111,55;35
;;;;;"16 - 17 heures";"13,93%";15;69,88;33
;;;;;"17 - 18 heures";"6,95%";8;65,41;16
;;;;;"18 - 19 heures";"12,23%";12;76,73;20
;;;;;"19 - 20 heures";"8,70%";5;130,94;16
;;"09 Mars 2015";"09/03/2015";"Total";;"100,00%";"--";"--";65
;;;;"Lundi";"Total";"100,00%";"--";"--";65
;;;;;"10 - 11 heures";"1,67%";1;39,9;1
;;;;;"11 - 12 heures";"18,10%";7;61,86;10
;;;;;"12 - 13 heures";"15,23%";3;121,43;14
;;;;;"13 - 14 heures";"7,44%";3;59,33;5
;;;;;"14 - 15 heures";"24,78%";5;118,56;13
;;;;;"15 - 16 heures";"11,19%";5;53,54;8
;;;;;"16 - 17 heures";"15,77%";4;94,35;7
;;;;;"17 - 18 heures";"4,12%";3;32,87;4
;;;;;"18 - 19 heures";"1,30%";2;15,5;2
;;;;;"19 - 20 heures";"0,41%";1;9,9;1
;;"10 Mars 2015";"10/03/2015";"Total";;"100,00%";"--";"--";67
;;;;"Mardi";"Total";"100,00%";"--";"--";67
;;;;;"10 - 11 heures";"4,41%";2;54,65;2
;;;;;"11 - 12 heures";"7,30%";2;90,5;4
;;;;;"12 - 13 heures";"17,00%";3;140,57;12
;;;;;"13 - 14 heures";"7,55%";3;62,4;8
;;;;;"15 - 16 heures";"29,08%";10;72,13;19
;;;;;"16 - 17 heures";"20,21%";6;83,57;13
;;;;;"17 - 18 heures";"12,44%";3;102,88;6
;;;;;"19 - 20 heures";"2,01%";1;49,8;3
;;"11 Mars 2015";"11/03/2015";"Total";;"100,00%";"--";"--";73
;;;;"Mercredi";"Total";"100,00%";"--";"--";73
;;;;;"10 - 11 heures";"9,96%";4;62,93;9
;;;;;"11 - 12 heures";"5,62%";4;35,55;6
;;;;;"12 - 13 heures";"9,45%";3;79,67;7
;;;;;"13 - 14 heures";"7,74%";3;65,27;6
;;;;;"14 - 15 heures";"8,50%";5;43;7
;;;;;"15 - 16 heures";"12,20%";5;61,67;8
;;;;;"16 - 17 heures";"17,58%";6;74,08;10
;;;;;"17 - 18 heures";"10,09%";3;85,07;7
;;;;;"18 - 19 heures";"11,58%";5;58,54;9
;;;;;"19 - 20 heures";"7,27%";1;183,7;4
;;"12 Mars 2015";"12/03/2015";"Total";;"100,00%";"--";"--";79
;;;;"Jeudi";"Total";"100,00%";"--";"--";79
;;;;;"10 - 11 heures";"5,67%";6;23,43;6
;;;;;"11 - 12 heures";"2,23%";3;18,43;4
;;;;;"12 - 13 heures";"3,07%";2;38;3
;;;;;"13 - 14 heures";"5,30%";6;21,92;8
;;;;;"14 - 15 heures";"16,83%";5;83,46;8
;;;;;"15 - 16 heures";"22,87%";11;51,55;15
;;;;;"16 - 17 heures";"6,90%";3;57;5
;;;;;"17 - 18 heures";"18,05%";6;74,57;11
;;;;;"18 - 19 heures";"14,21%";5;70,46;13
;;;;;"19 - 20 heures";"4,87%";2;60,4;6
;;"13 Mars 2015";"13/03/2015";"Total";;"100,00%";"--";"--";98
;;;;"Vendredi";"Total";"100,00%";"--";"--";98
;;;;;"10 - 11 heures";"4,78%";2;86,7;3
;;;;;"11 - 12 heures";"9,73%";5;70,56;8
;;;;;"12 - 13 heures";"15,01%";5;108,82;14
;;;;;"13 - 14 heures";"8,85%";4;80,23;8
;;;;;"14 - 15 heures";"14,14%";10;51,23;21
;;;;;"15 - 16 heures";"8,20%";8;37,15;10
;;;;;"16 - 17 heures";"17,03%";9;68,58;17
;;;;;"17 - 18 heures";"7,82%";4;70,9;7
;;;;;"18 - 19 heures";"7,49%";3;90,52;5
;;;;;"19 - 20 heures";"5,89%";2;106,7;3
;;;;;"20 - 21 heures";"1,04%";1;37,8;2
;;"14 Mars 2015";"14/03/2015";"Total";;"100,00%";"--";"--";131
;;;;"Samedi";"Total";"100,00%";"--";"--";131
;;;;;"10 - 11 heures";"7,73%";4;80,75;11
;;;;;"11 - 12 heures";"16,04%";12;55,8;21
;;;;;"12 - 13 heures";"0,20%";1;8,5;1
;;;;;"13 - 14 heures";"3,95%";4;41,24;6
;;;;;"14 - 15 heures";"13,70%";7;81,7;14
;;;;;"15 - 16 heures";"13,30%";9;61,71;13
;;;;;"16 - 17 heures";"11,20%";8;58,46;15
;;;;;"17 - 18 heures";"13,57%";9;62,97;24
;;;;;"18 - 19 heures";"14,96%";10;62,47;19
;;;;;"19 - 20 heures";"5,35%";4;55,85;7
;;"16 Mars 2015";"16/03/2015";"Total";;"100,00%";"--";"--";42
;;;;"Lundi";"Total";"100,00%";"--";"--";42
;;;;;"10 - 11 heures";"12,81%";3;58,43;5
;;;;;"11 - 12 heures";"16,18%";3;73,83;7
;;;;;"13 - 14 heures";"1,67%";1;22,8;1
;;;;;"14 - 15 heures";"10,45%";2;71,5;2
;;;;;"15 - 16 heures";"15,22%";4;52,08;8
;;;;;"16 - 17 heures";"18,57%";4;63,55;8
;;;;;"17 - 18 heures";"10,24%";3;46,7;5
;;;;;"18 - 19 heures";"12,76%";3;58,2;4
;;;;;"19 - 20 heures";"2,12%";2;14,5;2
;;"17 Mars 2015";"17/03/2015";"Total";;"100,00%";"--";"--";66
;;;;"Mardi";"Total";"100,00%";"--";"--";66
;;;;;"10 - 11 heures";"1,64%";1;40;1
;;;;;"11 - 12 heures";"32,73%";7;114,07;17
;;;;;"12 - 13 heures";"15,59%";3;126,8;8
;;;;;"13 - 14 heures";"3,44%";2;42;5
;;;;;"14 - 15 heures";"17,26%";5;84,2;12
;;;;;"15 - 16 heures";"4,93%";2;60,15;3
;;;;;"16 - 17 heures";"11,64%";3;94,67;6
;;;;;"17 - 18 heures";"8,65%";5;42,18;11
;;;;;"18 - 19 heures";"1,26%";1;30,8;1
;;;;;"19 - 20 heures";"2,83%";1;69;2
;;;;;"20 - 21 heures";"0,02%";0;;0
;;"18 Mars 2015";"18/03/2015";"Total";;"100,00%";"--";"--";52
;;;;"Mercredi";"Total";"100,00%";"--";"--";52
;;;;;"10 - 11 heures";"3,07%";2;27,4;2
;;;;;"11 - 12 heures";"8,50%";2;76;3
;;;;;"12 - 13 heures";"9,08%";2;81,1;3
;;;;;"13 - 14 heures";"5,41%";3;32,2;6
;;;;;"15 - 16 heures";"8,11%";2;72,5;3
;;;;;"16 - 17 heures";"20,22%";3;120,43;8
;;;;;"17 - 18 heures";"6,21%";2;55,45;9
;;;;;"18 - 19 heures";"32,92%";10;58,84;15
;;;;;"20 - 21 heures";"6,49%";2;58;3
;;"19 Mars 2015";"19/03/2015";"Total";;"100,00%";"--";"--";63
;;;;"Jeudi";"Total";"100,00%";"--";"--";63
;;;;;"11 - 12 heures";"10,03%";5;49,5;10
;;;;;"12 - 13 heures";"9,46%";5;46,68;7
;;;;;"13 - 14 heures";"19,05%";4;117,53;13
;;;;;"14 - 15 heures";"10,85%";3;89,27;5
;;;;;"15 - 16 heures";"31,28%";10;77,21;18
;;;;;"16 - 17 heures";"10,90%";3;89,67;5
;;;;;"17 - 18 heures";"6,68%";3;55;4
;;;;;"18 - 19 heures";"1,76%";1;43,4;1
;;"20 Mars 2015";"20/03/2015";"Total";;"100,00%";"--";"--";54
;;;;"Vendredi";"Total";"100,00%";"--";"--";54
;;;;;"12 - 13 heures";"5,72%";3;38,5;3
;;;;;"13 - 14 heures";"6,09%";1;123;3
;;;;;"14 - 15 heures";"11,79%";3;79,33;6
;;;;;"15 - 16 heures";"22,69%";5;91,6;13
;;;;;"16 - 17 heures";"18,58%";6;62,48;12
;;;;;"17 - 18 heures";"18,15%";4;91,6;6
;;;;;"18 - 19 heures";"7,37%";3;49,57;4
;;;;;"19 - 20 heures";"6,72%";4;33,93;5
;;;;;"20 - 21 heures";"2,87%";2;29;2
;;"21 Mars 2015";"21/03/2015";"Total";;"100,00%";"--";"--";118
;;;;"Samedi";"Total";"100,00%";"--";"--";118
;;;;;"10 - 11 heures";"6,30%";4;65,6;7
;;;;;"11 - 12 heures";"17,48%";9;80,95;26
;;;;;"12 - 13 heures";"12,31%";3;171;8
;;;;;"13 - 14 heures";"7,57%";5;63,06;10
;;;;;"14 - 15 heures";"3,67%";2;76,5;6
;;;;;"15 - 16 heures";"9,85%";5;82,1;13
;;;;;"16 - 17 heures";"20,27%";8;105,6;17
;;;;;"17 - 18 heures";"12,37%";11;46,87;18
;;;;;"18 - 19 heures";"7,25%";6;50,35;10
;;;;;"19 - 20 heures";"1,37%";1;57;1
;;;;;"20 - 21 heures";"1,56%";1;65;2
;;"23 Mars 2015";"23/03/2015";"Total";;"100,00%";"--";"--";26
;;;;"Lundi";"Total";"100,00%";"--";"--";26
;;;;;"10 - 11 heures";"8,91%";3;30,63;4
;;;;;"12 - 13 heures";"25,88%";1;266,9;5
;;;;;"13 - 14 heures";"6,50%";1;67;1
;;;;;"14 - 15 heures";"6,01%";1;62;1
;;;;;"15 - 16 heures";"13,33%";2;68,75;3
;;;;;"16 - 17 heures";"16,10%";3;55,33;3
;;;;;"17 - 18 heures";"4,02%";2;20,75;4
;;;;;"18 - 19 heures";"15,22%";1;157;3
;;;;;"19 - 20 heures";"4,01%";2;20,7;2
;;"24 Mars 2015";"24/03/2015";"Total";;"100,00%";"--";"--";30
;;;;"Mardi";"Total";"100,00%";"--";"--";30
;;;;;"10 - 11 heures";"1,32%";1;16;1
;;;;;"11 - 12 heures";"16,35%";2;99;3
;;;;;"12 - 13 heures";"7,33%";2;44,4;3
;;;;;"13 - 14 heures";"2,93%";1;35,5;2
;;;;;"14 - 15 heures";"6,19%";1;75;2
;;;;;"15 - 16 heures";"12,14%";1;147;4
;;;;;"16 - 17 heures";"25,25%";4;76,45;7
;;;;;"17 - 18 heures";"7,76%";1;94;2
;;;;;"18 - 19 heures";"20,72%";3;83,67;6
;;"25 Mars 2015";"25/03/2015";"Total";;"100,00%";"--";"--";41
;;;;"Mercredi";"Total";"100,00%";"--";"--";41
;;;;;"11 - 12 heures";"0,69%";1;8,5;1
;;;;;"12 - 13 heures";"10,50%";1;129;3
;;;;;"13 - 14 heures";"16,40%";3;67,17;5
;;;;;"14 - 15 heures";"7,72%";3;31,6;7
